Product Name,Colors,Pic Urls,Care Instructions
Slim-fit casual chinos in brushed stretch cotton,"Beige , Dark Orange , Red , Blue , Light Blue , Light Blue , Turquoise , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , Green , Dark Green , Dark Green , Brown , Light Beige , Beige , Khaki , Beige , Beige , Light Grey , Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50379152_280_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit polo shirt with tipping stripes,"White , Dark Blue , Khaki , Black","https://images.hugoboss.com/is/image/boss/hbeu50425770_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit trousers in virgin-wool serge,"Dark Blue , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50318499_401_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Water-repellent coat in midweight twill,"Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50425006_402_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit sweatshirt with striped-tape trims,"Khaki , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50425790_251_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Plastic-free relaxed-fit T-shirt with graphic print,"Black , White","https://images.hugoboss.com/is/image/boss/hbeu50421983_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Zip-through sweatshirt with tape detail at cuff,"Black , Light Blue","https://images.hugoboss.com/is/image/boss/hbeu50382719_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jogging trousers with curved logo,"Grey , Red , Blue , Dark Blue , Light Green , Dark Green , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50418726_031_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in mercerised mouliné cotton,"Dark Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50420985_604_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit T-shirt in merino-wool mesh,Black,"https://images.hugoboss.com/is/image/boss/hbeu50419924_001_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Hooded long-sleeved T-shirt in waffle-structured cotton,"Black , Brown","https://images.hugoboss.com/is/image/boss/hbeu50421471_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit polo shirt in interlock cotton,Dark Red,"https://images.hugoboss.com/is/image/boss/hbeu50418822_604_100?wid=462&qlt=80 , ","careinstructioncode.413 , 30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit polo shirt in liquid-finish cotton piqué,"Dark Blue , Dark Red","https://images.hugoboss.com/is/image/boss/hbeu50419290_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jogging trousers with curved logo,"Dark Blue , Red , Blue , Light Green , Dark Green , Light Grey , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50418726_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit chino shorts in double-dyed stretch satin,"Green , Dark Orange , Turquoise , Dark Blue , Dark Blue , Light Green , Beige , Beige , Grey","https://images.hugoboss.com/is/image/boss/hbeu50403772_311_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in liquid-finish cotton piqué,"Dark Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50419290_604_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit chinos in micro-patterned stretch cotton,"Blue , Grey","https://images.hugoboss.com/is/image/boss/hbeu50420071_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Cropped tapered-fit trousers with turn-ups,"Black , Light Green","https://images.hugoboss.com/is/image/boss/hbeu50421842_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jogging trousers with curved logo,"Black , Red , Blue , Dark Blue , Light Green , Dark Green , Light Grey , Grey","https://images.hugoboss.com/is/image/boss/hbeu50418726_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit trousers in Italian stretch-cotton twill,"Dark Blue , Dark Brown , Silver","https://images.hugoboss.com/is/image/boss/hbeu50425617_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Zip-neck polo shirt in honeycomb cotton,White,"https://images.hugoboss.com/is/image/boss/hbeu50424143_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit trousers in melange virgin-wool serge,"Black , Light Blue , Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50408837_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Slim-fit chinos in stretch cotton gabardine,"Dark Blue , Light Orange , Dark Red , Light Blue , Blue , Blue , Green , Light Green , Beige , Beige , Brown , Dark Brown , Dark Brown , Dark Brown , White , White , Grey , Silver , Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50325936_402_342?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Extra-slim-fit trousers in micro-patterned virgin wool,"Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50420145_438_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Relaxed-fit shorts with layered metallic logo,"White , Black","https://images.hugoboss.com/is/image/boss/hbeu50423612_112_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton jersey T-shirt with mixed-print logo,"Dark Blue , Dark Red , White , Black","https://images.hugoboss.com/is/image/boss/hbeu50420313_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit cargo trousers in Italian fabric,Dark Green,"https://images.hugoboss.com/is/image/boss/hbeu50420075_350_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit cargo trousers with camouflage print,Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50419925_693_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Long-sleeved polo shirt with mesh-effect logo print,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50427848_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit polo shirt in heathered waffle cotton,Dark Red,"https://images.hugoboss.com/is/image/boss/hbeu50414132_604_100?wid=462&qlt=80 , ","careinstructioncode.432 , 30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit casual chinos in brushed stretch cotton,"Red , Dark Orange , Blue , Light Blue , Light Blue , Turquoise , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , Green , Dark Green , Dark Green , Brown , Beige , Light Beige , Beige , Khaki , Beige , Beige , Light Grey , Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50379152_615_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit trousers in a micro-patterned stretch-wool blend,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50428030_036_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit trousers in Vichy-check stretch cotton,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50424866_405_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Regular-fit polo in brushed piqué cotton,"Grey , Dark Red , Light Blue , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , Dark Grey , Black , Black","https://images.hugoboss.com/is/image/boss/hbeu50272945_034_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular fit piqué polo shirt with quick-dry technology,"Dark Green , Orange , Red , Blue , Blue , Dark Blue , Dark Green , White , Light Grey , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50326299_351_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit coat with internal reversed logo,"Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50427308_404_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit coat with internal reversed logo,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50427308_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit polo shirt in cotton with lustrous trims,White,"https://images.hugoboss.com/is/image/boss/hbeu50423709_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton-blend sweatshirt with curved logo embroidery,"Dark Green , Red , Blue , Dark Blue , Dark Green , Light Grey , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50418718_350_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Pure-cotton T-shirt with PVC-free photographic print,"White , Blue , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50427897_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit trousers in washed stretch cotton,"Blue , Green , White , Light Grey","https://images.hugoboss.com/is/image/boss/hbeu50412168_480_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit polo shirt with high-shine shoulder stripes,"Light Grey , White","https://images.hugoboss.com/is/image/boss/hbeu50423883_072_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton-blend sweatshirt with curved logo embroidery,"Red , Blue , Dark Blue , Dark Green , Dark Green , Light Grey , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50418718_653_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit trousers in virgin-wool serge,"Black , Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50318825_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Slim-fit polo shirt in mouliné mercerised cotton,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50419466_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
French-terry sweatshirt with acid-wash effect,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50427516_404_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Colour-block polo shirt in peached cotton jersey,"Red , Dark Blue , Grey","https://images.hugoboss.com/is/image/boss/hbeu50418939_615_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit trousers in virgin-wool twill,"Dark Grey , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50375354_010_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Slim-fit polo shirt in washed cotton piqué,"Brown , Turquoise , Blue , Blue , Blue , Dark Blue , Light Green , Light Green , Khaki , Light Beige , Light Brown , White , Light Grey , Light Grey , Light Grey , Grey , Dark Grey , Black , Orange , Yellow , Yellow , light pink , Dark pink , Red , Red , Red , Dark Red , Light Purple , Purple , Dark Purple , Turquoise , Light Blue , Light Blue , Light Blue , Turquoise","https://images.hugoboss.com/is/image/boss/hbeu50378365_025_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-piqué polo shirt with striped collar and cuffs,"Dark Blue , Red , Blue , White , Black","https://images.hugoboss.com/is/image/boss/hbeu50198254_414_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit trousers in pigment-dyed virgin wool,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50375293_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Relaxed-fit shorts in camouflage-print stretch cotton,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50425621_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Regular-fit polo shirt in cotton piqué,"Dark Red , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50422149_601_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Hybrid jacket with lightweight padding,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50426446_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Zip-through sweatshirt in a cotton blend,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50423715_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit bomber jacket in buffalo leather,Black,"https://images.hugoboss.com/is/image/boss/hbeu50432323_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Gentle chemical dry cleaning F"
Relaxed-fit T-shirt with photographic and foil print,"White , Black","https://images.hugoboss.com/is/image/boss/hbeu50421927_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit jacket in cotton with rubber trimmings,"Dark Blue , Red","https://images.hugoboss.com/is/image/boss/hbeu50412996_404_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in stretch-cotton piqué,"Dark Red , Dark Red , Dark Blue , Light Green , Khaki , White , Khaki , White , Light Grey , Light Grey , Brown , Black","https://images.hugoboss.com/is/image/boss/hbeu50387465_604_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit trousers in virgin-wool poplin,"Black , Blue , Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50370299_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Logo-print T-shirt in single-jersey cotton,"White , White , Black , Black","https://images.hugoboss.com/is/image/boss/hbeu50387414_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt with high-shine shoulder stripes,"White , Light Grey","https://images.hugoboss.com/is/image/boss/hbeu50423883_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Tapered-fit trousers with printed inserts and zipped hems,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50430356_001_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
